AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,POSITION,FREQ,DFGM,DFGA,DFG%,DD FG%,DIFF%,RA FGM,RA FGA,RA FG%,PAINT FGM,PAINT FGA,PAINT FG%,MID-RANGE FGM,MID-RANGE FGA,MID-RANGE FG%,LEFT CORNER 3 FGM,LEFT CORNER 3 FGA,LEFT CORNER 3 FG%,RIGHT CORNER 3 FGM,RIGHT CORNER 3 FGA,RIGHT CORNER 3 FG%,ABOVE THE BREAK 3 FGM,ABOVE THE BREAK 3 FGA,ABOVE THE BREAK 3 FG,OPP RA FGM,OPP RA FGA,OPP RA FG%,OPP PAINT FGM,OPP PAINT FGA,OPP PAINT FG%,OPP MID-RANGE FGM,OPP MID-RANGE FGA,OPP MID-RANGE FG%,OPP LEFT CORNER 3 FGM,OPP LEFT CORNER 3 FGA,OPP LEFT CORNER 3 FG%,OPP RIGHT CORNER 3 FGM,OPP RIGHT CORNER 3 FGA,OPP RIGHT CORNER 3 FG%,OPP ABOVE THE BREAK 3 FGM,OPP ABOVE THE BREAK 3 FGA,OPP ABOVE THE BREAK 3 FG%,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPS,%PTS FT,%PTS OFFTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST
26,76,45,31,26.7,8.1,3.1,7.5,40.6,1.4,4.3,31.8,0.7,1.3,52.6,0.3,1.8,2.1,2.2,0.9,0.6,0.3,2.7,15.9,0,0,1.4,G,100.00%,3.6,7.9,45.5,44.7,0.7,1.2,2,59.7,0.5,1.1,41.2,0.1,0.1,36.4,0.1,0.6,23.8,0.2,0.4,40.6,1.1,3.3,32.1,11.3,17.4,64.9,1.8,5.4,33.9,1.7,4.1,42.2,1.4,3.3,43.1,2.6,6.8,37.5,3.4,11,30.9,42.8,57.2,41.4,1.3,50.5,10.7,8.1,22.3,40.1,31.3,68.8,68.3,31.7,47.8,52.2
28,63,31,32,30.2,9.9,3.9,9.7,40.8,1.4,3.9,35.1,0.7,0.8,86.0,0.7,2.1,2.8,2.4,1.4,0.7,0.3,2.7,18.2,0,0,-1.3,G,100.00%,4.4,9.9,44.7,45.3,-0.7,0.8,1.7,46.7,0.4,1,37.9,1.4,3,45.3,0.4,1,37.5,0.2,0.5,39.3,0.8,2.3,34.5,12.7,20.7,61.5,2.3,5.9,39.9,1.8,5,37.2,1.9,4.8,39.7,2.5,7.6,33.1,4.3,12.2,35.1,59.7,40.3,51.8,27.8,41.3,11.7,6.9,14.7,24.0,61.1,38.9,86.0,14.0,69.8,30.2
23,7,2,5,7.1,3.3,1.3,2.6,50.0,0.4,1.0,42.9,0.3,0.3,100.0,0.3,0.9,1.1,0.0,0.3,0.3,0.0,0.6,5.2,0,0,-2.3,F,100.00%,1.9,3.3,56.5,43.5,13.0,0.1,0.6,25,0.4,0.4,100,0.4,0.7,60,0.5,0.8,66.7,0,0,0,0.2,0.5,33.3,3.9,4.6,84.4,1,2.4,41.7,1,2.8,36.4,1.4,1.8,77.8,0.4,1.6,27.3,0.6,1.6,37.5,61.1,38.9,52.2,26.1,39.1,39.1,8.7,26.1,26.1,50.0,50.0,100.0,0.0,66.7,33.3
21,82,39,43,23.3,8.9,3.4,5.9,57.6,0.0,0.2,20.0,2.0,2.8,73.5,2.0,5.3,7.3,2.2,1.5,0.9,0.8,2.5,24.5,11,0,0.3,C-F,100.00%,3.9,8.8,44.6,47.0,-2.4,2.6,3.8,68.8,0.6,1.4,40.9,0.2,0.5,35.6,0,0,0,0,0,0,0,0.1,33.3,7.8,13.1,59.9,1.5,4,37.2,1.5,3.6,42.8,1.3,3.1,43,2.7,7.6,35.3,3.3,9.3,35,96.9,3.1,76.0,4.4,1.2,10.0,22.8,17.4,71.6,70.0,30.0,66.7,33.3,70.0,30.0
26,19,7,12,8.3,3.9,1.3,3.4,39.1,0.9,2.2,41.5,0.4,0.6,66.7,0.2,0.7,0.9,0.2,0.3,0.3,0.2,1.2,6.5,0,0,-0.9,G,100.00%,1.9,3.6,52.9,44.8,8.2,0.2,0.4,50,0,0.2,0,0.2,0.6,33.3,0.3,0.8,33.3,0.1,0.3,25,0.7,1.4,48.1,3.9,6,64.8,0.7,1.5,43.5,0.4,1.3,35,0.4,1.2,38.1,1.1,3.4,32.3,1.7,3.3,50.8,35.9,64.1,21.3,10.7,68.0,25.3,10.7,16.0,10.7,87.5,12.5,94.1,5.9,92.0,8.0
22,79,50,29,34.2,16.9,6.8,12.2,56.3,0.0,0.1,0.0,3.3,5.4,60.0,2.2,6.6,8.8,7.7,3.5,1.4,0.8,2.6,42.2,42,10,1.5,G-F,100.00%,4.8,11.0,44.1,45.7,-1.5,5.4,8,67,1.3,3.2,39.9,0.2,0.8,20.9,0,0,0,0,0,0,0,0.1,0,14.9,24.5,60.9,2.9,6.9,42.8,1.9,4.8,39.6,2.4,5.8,40.7,2.9,8,36.2,5.1,15,34,99.4,0.6,80.8,2.1,0.0,19.7,19.2,14.2,78.7,43.5,56.5,0.0,0.0,43.5,56.5
24,4,1,3,15.9,6.5,2.8,6.8,40.7,0.0,2.0,0.0,1.0,1.0,100.0,0.0,0.8,0.8,1.8,0.5,0.3,0.3,0.8,11.0,0,0,-4.0,G-F,100.00%,1.8,4.0,43.8,41.5,2.3,1.3,1.5,83.3,0.8,1.5,50,0.8,1.8,42.9,0,0,0,0,0,0,0,2,0,5.8,11.3,51.1,0.8,2.5,30,0.8,1.3,60,0.8,2,37.5,2.3,5.3,42.9,3.8,9.3,40.5,70.4,29.6,84.6,23.1,0.0,0.0,15.4,0.0,61.5,45.5,54.5,0.0,0.0,45.5,54.5
26,54,24,30,14.5,4.4,1.6,2.9,57.1,0.0,0.0,0.0,1.1,1.7,63.7,1.5,3.1,4.6,0.6,0.6,0.2,0.8,1.9,13.0,3,0,-2.5,C,100.00%,3.2,6.5,48.6,47.3,1.3,1.3,2,65.4,0.2,0.6,40.6,0.1,0.3,35.3,0,0,0,0,0,0,0,0,0,5.8,9.3,62.3,1.1,2.6,43.1,0.8,2,43.1,1,2.5,40.6,1.7,4.4,39.8,2.1,6.3,33,100.0,0.0,75.4,5.1,0.0,3.0,24.6,10.6,70.3,76.4,23.6,0.0,0.0,76.4,23.6
30,75,39,36,35.0,24.5,8.3,17.9,46.2,2.5,7.0,36.2,5.5,7.3,75.3,1.3,6.2,7.5,5.4,3.4,0.7,0.4,2.7,41.5,21,2,0.5,F,100.00%,5.3,11.3,46.6,46.6,-0.1,4.2,6.2,67.2,1.2,3.3,36,0.4,1.4,26.4,0.4,1,45.8,0.1,0.4,32.1,1.9,5.6,34.9,13.7,21.1,64.9,3,7,43,2.1,4.9,42,2.2,5.4,40.4,3.4,8.5,39.4,4.6,13.7,33.3,61.1,38.9,46.7,2.9,30.8,5.5,22.5,13.2,43.8,34.0,66.0,56.1,43.9,40.7,59.3
30,58,31,27,11.7,7.3,2.8,4.5,61.5,0.1,0.2,40.0,1.7,2.3,74.8,1.5,3.1,4.6,0.9,1.0,0.3,0.5,1.6,15.4,6,0,0.1,C,100.00%,3.1,7.2,43.0,48.6,-5.6,2,2.9,70.4,0.5,1.1,47.6,0.2,0.4,48,0,0,0,0.1,0.1,75,0,0.1,16.7,4.2,7.3,57.8,1.2,2.8,42.4,0.9,2.5,37,1.1,2.6,43.4,1.2,3.3,36.4,1.8,5.4,33.6,96.2,3.8,73.9,5.7,2.8,4.0,23.2,16.1,68.2,66.0,34.0,100.0,0.0,66.9,33.1
24,50,14,36,26.0,14.2,5.6,12.6,44.4,1.5,3.8,39.3,1.5,1.9,79.4,2.2,5.9,8.1,1.4,1.5,0.7,0.4,2.9,27.9,14,0,-2.2,F,100.00%,5.1,9.9,52.0,46.8,5.1,2.3,4,57.1,1.1,2.7,39.7,0.7,2.1,35.9,0.1,0.3,46.2,0,0.2,11.1,1.4,3.4,40.2,11.9,18.3,65,1.7,4.3,39.8,1.1,2.7,39.8,1.4,3.4,40,3,7.3,40.8,4,11.4,35.4,69.6,30.4,57.5,10.4,31.7,8.9,10.8,15.5,47.0,53.4,46.6,100.0,0.0,65.9,34.1
26,70,32,38,27.8,14.1,5.2,12.3,41.8,1.9,5.3,36.0,1.9,2.3,82.7,0.6,2.9,3.5,3.8,1.7,1.0,0.2,2.0,26.1,1,0,-0.6,G,100.00%,4.5,9.6,46.4,44.8,1.6,1.4,2.6,55.2,1,2.3,40.9,0.9,2.1,41.1,0.1,0.3,40,0.1,0.3,34.8,1.7,4.7,36.2,11.4,18.2,62.5,2.2,5.1,42.2,1.4,3.5,38.5,1.3,3.6,36,3.1,9,34.7,4.3,11.8,36.1,56.9,43.1,45.9,12.1,40.6,12.1,13.5,13.7,33.7,38.3,61.7,79.1,20.9,53.5,46.5
30,81,47,34,31.8,18.0,6.4,13.0,49.7,2.0,4.8,42.5,3.0,3.8,80.7,0.4,3.7,4.1,2.0,1.7,0.9,0.0,1.7,26.8,0,0,2.2,F,100.00%,3.8,8.8,43.1,45.0,-1.8,2.8,4.4,64,0.8,1.9,42.1,0.8,2,42.5,0.5,0.9,55.1,0.3,0.6,44.9,1.3,3.3,38.8,12.6,21.1,59.9,1.8,5,36.2,1.5,3.9,38.7,1.8,4.5,39.3,2.9,7.9,36.6,5.1,13.9,36.8,63.3,36.7,49.2,9.4,33.8,18.6,16.9,21.0,39.9,64.2,35.8,92.1,7.9,73.0,27.0
23,8,6,2,12.3,4.9,1.6,4.9,33.3,0.6,2.6,23.8,1.0,1.1,88.9,1.0,2.8,3.8,0.4,0.4,0.6,0.1,0.4,11.8,2,0,-2.8,F,100.00%,5.0,9.6,52.1,44.6,7.5,0.9,1.9,46.2,0.1,0.3,50,0.1,0.4,33.3,0,1.3,0,0.5,0.8,66.7,0.4,1.5,25,6.6,10.6,62.2,0.4,1.2,33.3,0.6,2.1,26.7,0.6,1.6,37.5,3,6.7,45,3.7,9.6,38.8,46.2,53.8,41.0,5.1,38.5,23.1,20.5,7.7,35.9,87.5,12.5,100.0,0.0,92.3,7.7
29,36,27,9,9.5,3.9,1.4,2.9,47.6,0.4,1.1,41.0,0.7,0.8,85.7,0.1,1.1,1.1,1.6,0.5,0.3,0.1,0.9,8.2,0,0,2.0,G,100.00%,1.7,4.0,43.1,44.7,-1.6,0.5,0.6,73.9,0.2,0.6,38.1,0.3,0.6,40.9,0,0,0,0,0,0,0.4,1.1,42.1,3.4,6.2,54.5,0.7,1.9,36.9,0.6,1.4,41.9,0.5,1.4,34.8,0.8,2.5,30.9,1.4,4.8,28.5,62.9,37.1,48.6,12.9,34.3,32.1,17.1,20.0,35.7,41.2,58.8,75.0,25.0,52.0,48.0
26,82,32,50,36.9,25.6,9.3,19.6,47.5,2.5,7.3,35.1,4.4,5.5,80.8,1.1,3.9,5.0,5.5,2.7,1.5,0.7,2.8,43.6,11,2,-1.4,G,100.00%,5.8,12.5,46.8,45.0,1.9,4.1,6.1,67.3,0.9,2,42.8,1.8,4.2,42.6,0.3,0.6,43.1,0.2,0.5,41,2.1,6.2,33.8,16.9,26.4,63.9,2.4,6.2,38.5,1.8,4.5,39.3,2.1,5.2,41.6,3.8,9.7,39.1,6.2,16.6,37.2,63.0,37.0,52.9,14.0,29.9,13.7,17.2,14.2,38.9,42.5,57.5,71.8,28.2,50.5,49.5
23,16,10,6,3.6,1.4,0.4,1.4,26.1,0.1,0.4,33.3,0.6,0.7,81.8,0.1,0.1,0.2,0.9,0.2,0.0,0.0,0.4,2.8,0,0,0.8,G,100.00%,0.8,1.3,56.3,45.8,10.5,0.3,0.6,50,0,0.4,0,0,0.3,0,0,0,0,0,0,0,0.1,0.4,33.3,1.5,2.2,71.4,0.5,0.9,50,0.4,0.8,57.1,0.3,1.1,30,0.6,1.3,47.1,0.2,1.2,17.6,73.9,26.1,34.8,0.0,26.1,21.7,39.1,47.8,34.8,25.0,75.0,100.0,0.0,50.0,50.0
21,52,25,27,33.9,18.3,7.0,14.0,49.7,0.6,1.8,33.0,3.8,5.6,67.5,0.8,4.3,5.1,3.0,2.5,0.5,0.6,2.9,29.8,2,0,-1.1,F,100.00%,4.8,11.6,41.6,45.0,-3.5,3.6,5.6,63.1,1.5,3.1,48.1,1.3,3.6,37.8,0.1,0.3,35.7,0.2,0.5,34.6,0.3,1,32.1,14.7,25.7,57.3,2.5,5.7,43,1.8,4.8,38.1,1.8,4.8,36.8,3.6,9.7,37.1,5.2,15.3,33.7,87.1,12.9,69.7,14.7,9.8,17.7,20.5,11.6,54.9,36.3,63.7,90.3,9.7,40.9,59.1
27,39,17,22,18.9,6.8,2.5,6.7,38.1,1.1,3.3,31.8,0.7,0.9,79.4,0.3,1.3,1.5,1.8,0.8,0.5,0.1,1.6,12.4,0,0,-4.9,G,100.00%,2.8,5.7,49.8,45.5,4.3,0.5,0.9,54.3,0.3,1.4,24.5,0.7,1.1,60.5,0.1,0.3,33.3,0.1,0.3,18.2,0.9,2.8,33,7.8,10.9,71.4,1.5,3.6,42.3,1.4,3.3,44.1,1.5,3,48.7,2,5,39.5,3.2,8.5,37.5,50.4,49.6,43.6,19.5,46.2,10.2,10.2,15.4,24.1,20.7,79.3,58.5,41.5,36.4,63.6
22,14,3,11,15.3,5.1,2.0,4.3,46.7,0.8,2.1,37.9,0.3,0.4,66.7,0.2,0.9,1.1,0.7,0.9,0.6,0.2,1.4,9.0,0,0,-2.0,G,100.00%,2.1,4.4,49.1,43.6,5.6,0.9,1.5,63.2,0.4,0.8,50,0,0.2,0,0.2,0.7,28.6,0.2,0.2,100,0.5,1.5,35,7.2,12,60.3,0.9,2.1,43.5,1.2,2.2,55.2,1.4,2.7,53.1,1.9,4.9,39.1,2.4,6.1,39.2,51.7,48.3,47.9,0.0,46.5,15.5,5.6,18.3,47.9,76.5,23.5,90.9,9.1,82.1,17.9
31,81,60,21,28.7,12.5,4.4,9.7,45.2,2.3,6.3,36.5,1.4,1.6,84.2,0.4,4.5,4.9,1.2,1.0,0.6,2.2,2.3,27.6,2,0,7.2,C,100.00%,7.3,16.2,44.9,48.7,-3.8,1.3,1.8,75,0.6,1.2,46.4,0.2,0.4,45.5,0.2,0.3,50,0.2,0.6,36.7,1.9,5.4,35.7,8.8,16,54.9,2,5.4,38,2.6,6.5,40.3,2.6,6,43.1,3.3,7.8,42.1,5.2,14.6,35.5,34.9,65.1,33.3,3.0,55.6,7.1,11.1,8.3,30.3,64.9,35.1,95.2,4.8,80.8,19.2
22,74,35,39,19.6,4.3,1.7,4.2,39.8,0.3,1.3,25.8,0.6,0.8,75.0,0.6,1.9,2.5,1.2,0.6,0.5,0.5,2.4,11.6,0,0,-0.1,G,100.00%,3.5,8.1,42.9,45.2,-2.3,1.1,2.1,53.6,0.2,0.8,27.9,0,0.1,28.6,0.1,0.4,30.4,0.1,0.3,42.9,0.1,0.6,17.4,8.1,13.1,61.8,1.3,3.7,35.4,1.1,2.8,41.3,1.2,3,39.9,1.9,4.7,39.8,2.3,7.5,31.1,70.4,29.6,63.3,1.3,22.6,15.0,14.1,20.7,62.1,61.4,38.6,95.8,4.2,68.0,32.0
23,34,14,20,23.5,8.3,2.8,6.6,42.7,1.4,3.8,36.9,1.2,1.5,84.0,1.2,3.4,4.6,1.5,1.1,0.4,1.0,2.4,19.1,3,0,0.0,F,100.00%,3.7,8.4,44.4,45.3,-0.9,1.2,2,58,0.1,0.6,22.7,0.1,0.1,75,0.4,1,36.4,0.2,0.7,33.3,0.9,2.2,38.7,8.2,14.1,58.2,1.5,4.2,36.4,1.6,3.6,43.1,0.9,2.8,33.3,2.6,7.1,36.5,3.8,10.1,37.7,42.2,57.8,34.0,2.1,51.1,6.0,14.9,15.6,31.9,66.7,33.3,97.9,2.1,82.3,17.7
25,82,48,34,28.0,11.8,4.4,9.6,45.6,2.1,5.0,42.6,0.8,1.0,88.5,0.2,2.7,2.9,2.1,1.0,0.5,0.0,1.9,19.3,1,0,-0.1,G,100.00%,4.5,9.0,50.2,44.6,5.6,0.7,1.1,57.4,0.6,1.3,44.3,1,2.2,47.2,0.2,0.4,58.6,0.1,0.3,55,1.8,4.4,41,9.7,15.7,61.8,2.5,6.2,41,2.1,4.6,46.2,2.4,4.9,48.3,3.3,7.8,41.8,4,11.3,35.6,47.8,52.2,38.3,17.4,54.6,15.1,7.1,13.3,20.9,54.6,45.4,84.7,15.3,69.3,30.7
26,82,39,43,31.9,20.7,7.6,16.6,45.8,3.4,7.9,42.7,2.1,2.4,88.6,1.3,3.7,5.0,2.5,1.8,0.7,0.4,2.5,32.0,3,0,0.0,G,100.00%,5.3,11.5,46.3,44.9,1.4,2.2,3.6,61.6,0.5,1.6,31.3,1.5,3.5,43.6,0.5,0.9,52.6,0.4,0.7,50,2.5,6.3,40.5,14.1,22.4,62.9,2.5,6,42.2,1.5,3.7,39.7,1.5,3.9,38.4,4,11.1,35.8,4.5,13,35.1,52.1,47.9,40.7,14.6,49.2,24.3,10.1,17.6,26.1,50.4,49.6,84.2,15.8,65.5,34.5
29,15,4,11,8.5,2.6,1.1,2.3,48.6,0.3,1.1,31.3,0.0,0.1,0.0,0.1,0.5,0.5,0.8,0.3,0.4,0.0,1.1,5.3,0,0,-3.3,G,100.00%,1.8,3.7,47.9,44.7,3.2,0.5,0.7,66.7,0.1,0.3,25,0.4,0.4,83.3,0,0.1,0,0,0.3,0,0.4,0.9,41.7,4.2,7.1,59.8,0.6,1.4,44.4,0.5,0.8,54.5,0.5,1.5,35.3,1.7,4.4,38.7,0.8,2.6,29.7,54.3,45.7,61.5,25.6,38.5,10.3,0.0,15.4,35.9,50.0,50.0,60.0,40.0,52.9,47.1
27,70,43,27,33.9,21.0,8.2,17.8,45.9,2.4,6.4,37.5,2.3,2.7,82.8,0.9,3.1,4.0,3.0,1.5,0.8,0.4,2.5,32.3,1,1,5.0,G,100.00%,4.8,11.0,43.8,44.6,-0.8,2.1,3.8,54.9,1.4,3.1,46,2.3,4.6,50.2,0.2,0.3,54.5,0.1,0.3,45,2.1,5.7,36.3,13.8,23.8,57.8,2.4,5.5,43.2,2.1,5.7,37.5,2.6,6.4,39.9,3.6,10,36.1,4.5,11.7,38.4,64.2,35.8,55.0,21.8,34.1,12.9,10.8,12.0,33.2,35.6,64.4,73.1,26.9,46.6,53.4
32,53,33,20,16.2,6.4,2.1,5.9,36.0,1.3,3.8,33.0,0.9,1.1,82.8,0.2,1.5,1.8,0.7,0.6,0.5,0.3,1.5,11.3,0,0,-0.3,F-G,100.00%,1.8,4.4,41.0,44.6,-3.6,0.4,0.9,45.7,0.2,0.5,35.7,0.3,0.7,41.2,0.2,0.4,42.9,0.2,0.5,39.3,0.9,2.9,30.7,6.3,10.7,59.3,1.2,3.1,38.2,1.1,2.7,39.6,0.9,2.5,35.7,1.8,4.8,37.8,2,5.9,33.6,34.7,65.3,26.5,8.3,59.3,14.7,14.2,11.5,18.3,66.7,33.3,97.0,3.0,84.8,15.2
22,21,10,11,8.5,2.0,0.9,2.5,34.0,0.0,0.3,14.3,0.3,0.4,66.7,0.8,2.2,3.0,0.5,0.9,0.3,0.0,1.3,6.6,1,0,-2.9,F,100.00%,1.8,3.9,47.1,49.1,-2.0,0.6,1.1,57.1,0.2,0.8,23.5,0.1,0.4,12.5,0.1,0.2,33.3,0,0.1,0,0,0.1,0,3.4,5.2,65.1,0.7,1.8,40,0.6,1.2,50,0.4,1,36.8,1,2.9,36.7,1.1,4.3,26.7,86.8,13.2,79.1,4.7,7.0,9.3,14.0,14.0,74.4,47.1,52.9,100.0,0.0,50.0,50.0
24,40,7,33,17.8,6.3,2.4,5.6,43.0,0.6,2.1,29.8,0.8,1.0,80.5,0.3,1.5,1.8,2.7,1.1,0.7,0.2,1.6,14.0,0,0,-5.6,G,100.00%,3.4,6.4,53.0,44.4,8.6,0.9,1.5,57.6,0.6,1.1,51.2,0.4,1,39.5,0.1,0.1,80,0.1,0.3,20,0.5,1.7,28.4,7,11.6,60.6,1.1,3,36.5,1,2,50.6,1.1,2.8,40,2.5,5.8,42.1,2.9,7.6,37.6,62.3,37.7,56.8,12.0,30.0,9.2,13.2,15.6,44.8,29.6,70.4,64.0,36.0,38.5,61.5
24,19,6,13,13.7,5.0,1.7,4.1,42.3,1.1,2.7,41.2,0.4,0.5,88.9,0.2,1.4,1.6,0.7,0.3,0.3,0.1,1.4,9.0,0,0,-1.4,G,100.00%,2.3,4.9,46.1,44.8,1.3,0.2,0.5,40,0.2,0.4,57.1,0.2,0.5,40,0.3,0.6,55.6,0.1,0.4,14.3,0.8,1.8,42.9,5.2,8.3,63.1,0.8,2.1,37.8,0.8,1.6,51.6,0.6,1.6,38.7,2.8,6.6,42.1,1.5,4.6,32.2,34.6,65.4,25.3,8.4,66.3,7.4,8.4,21.1,16.8,75.0,25.0,95.2,4.8,87.9,12.1
24,40,19,21,26.6,13.7,5.2,12.1,42.9,1.2,3.9,31.2,2.1,3.1,69.1,0.9,2.9,3.8,3.9,1.7,1.1,0.4,1.9,26.5,0,0,-0.3,G,100.00%,4.5,9.7,46.8,44.7,2.1,2.7,4.5,58.9,1.2,3.1,39.2,0.1,0.6,16.7,0.1,0.2,44.4,0.1,0.2,28.6,1.1,3.5,30.4,10.2,17.8,57,1.9,5.3,35.7,2.3,4.7,48.9,2.3,5.3,42.5,2.9,8.1,35.9,3.3,9.2,35.6,68.1,31.9,58.1,1.5,26.3,9.0,15.5,17.7,56.7,31.4,68.6,45.8,54.2,34.8,65.2
35,10,4,6,29.4,13.4,4.9,12.1,40.5,2.1,6.4,32.8,1.5,2.2,68.2,0.9,4.5,5.4,0.5,0.8,0.4,0.7,3.2,23.1,0,0,-6.3,F,100.00%,5.3,10.4,51.0,46.2,4.8,1.2,2,60,0.4,0.7,57.1,1.2,3,40,0,0.1,0,0.1,0.2,50,2,6.1,32.8,12.9,19.8,65.2,2.3,6,38.3,0.9,3.4,26.5,1.4,3.1,45.2,2.5,8.1,30.9,4,10.4,38.5,47.1,52.9,41.8,17.9,47.0,8.2,11.2,6.7,23.9,42.9,57.1,90.5,9.5,63.3,36.7
24,76,17,59,32.2,13.0,4.7,11.1,42.7,1.7,4.9,34.8,1.9,2.4,77.9,0.6,4.1,4.7,2.6,1.5,0.8,0.1,2.6,23.8,3,0,-8.4,F,100.00%,5.3,11.1,47.9,45.1,2.8,2,3.5,58.3,0.5,1.3,36,0.5,1.4,37.7,0.2,0.6,32.6,0.2,0.6,34,1.3,3.7,35.3,14.2,21.1,67.6,2.1,5.1,40.1,2,4.8,41.8,2.1,4.7,45.2,3.5,8.8,40.1,5.3,13.3,40.3,55.7,44.3,46.4,8.1,39.4,13.6,14.2,12.4,38.3,50.0,50.0,83.8,16.2,62.2,37.8
23,44,10,34,20.3,5.2,2.2,4.8,45.9,0.3,1.1,28.0,0.5,0.9,60.5,0.7,3.5,4.2,0.8,0.6,0.5,0.1,1.3,12.8,1,0,-2.6,F,100.00%,3.0,7.0,43.1,45.2,-2.2,1.4,2.3,59.4,0.3,0.9,37.5,0.2,0.4,42.1,0.1,0.4,35.7,0.1,0.2,22.2,0.1,0.5,26.1,8.6,13.9,62,1.2,3.2,37.3,0.9,2,42.7,1.5,3,51.5,2.1,5.7,37.1,3,9.3,31.9,76.1,23.9,71.6,6.1,18.3,26.2,10.0,21.8,65.5,62.2,37.8,100.0,0.0,67.7,32.3
30,25,11,14,19.8,7.5,2.7,7.3,37.4,1.2,3.8,30.9,0.9,1.0,88.0,0.2,2.6,2.8,1.7,1.3,0.8,0.2,1.8,15.0,0,0,-1.8,F,100.00%,2.2,5.5,40.6,44.8,-4.2,0.8,1.6,53.8,0.3,0.8,38.1,0.4,1.1,35.7,0.1,0.4,33.3,0.1,0.5,16.7,1,2.9,32.9,7.6,12.2,62.8,1.2,2.8,43.7,1.1,2.7,40,0.8,2.6,30.8,2.2,6,37.3,2.7,8.6,31,48.4,51.6,41.7,10.7,46.5,16.0,11.8,7.0,31.0,66.7,33.3,82.8,17.2,73.5,26.5
36,36,7,29,9.5,3.6,1.2,3.3,36.8,0.9,2.2,40.5,0.3,0.4,78.6,0.1,1.3,1.4,0.6,0.4,0.2,0.1,1.2,6.7,0,0,-4.1,F-C,100.00%,2.9,5.0,58.8,48.4,10.4,0.1,0.2,57.1,0.1,0.3,20,0.1,0.6,23.8,0,0.2,25,0.1,0.1,66.7,0.8,2.1,40.3,3.8,5.6,67.9,0.9,1.4,59.2,0.8,1.8,46.3,0.9,1.9,48.5,1.1,2.9,36.3,1.8,4.1,44.4,32.5,67.5,17.1,7.8,74.4,0.0,8.5,6.2,9.3,72.7,27.3,96.9,3.1,90.7,9.3
26,49,19,30,15.2,5.5,1.9,4.4,41.9,0.9,2.3,40.0,0.9,1.3,69.4,0.2,0.9,1.1,2.0,0.9,0.5,0.1,1.9,10.7,0,0,-2.2,G,100.00%,2.7,5.5,49.4,44.4,5.0,0.8,1.4,55.2,0.1,0.4,25,0.1,0.3,20,0,0.2,22.2,0.2,0.4,35.3,0.8,1.8,42.7,7.4,11.3,65.9,0.7,2.2,34,0.6,1.6,37.5,0.8,2.1,38.8,1.4,3.3,43.1,2.5,7,35.7,47.0,53.0,33.2,2.2,50.9,10.3,15.9,20.7,31.0,53.3,46.7,69.6,30.4,61.5,38.5
22,64,27,37,14.0,6.0,2.6,4.2,62.0,0.0,0.1,25.0,0.8,1.0,74.6,1.2,4.0,5.2,0.5,0.8,0.5,0.5,1.8,15.2,10,0,-1.4,F,100.00%,3.1,6.3,49.7,47.6,2.1,1.7,2.3,71.8,0.5,1.1,50.7,0.5,0.9,53.6,0,0,0,0,0,0,0,0,100,6,10,60.3,1.1,2.7,41.8,0.9,2.3,40.1,0.9,2.4,38.1,1.8,4.4,40.1,2.2,6.1,35.8,98.5,1.5,86.3,15.5,0.8,12.1,12.9,12.9,70.8,82.6,17.4,100.0,0.0,82.7,17.3
22,29,14,15,5.0,1.8,0.7,2.0,32.8,0.0,0.1,0.0,0.4,0.6,76.5,0.3,0.9,1.2,0.4,0.5,0.2,0.1,0.5,4.2,0,0,0.0,F,100.00%,1.2,2.7,44.6,43.4,1.2,0.3,0.7,41.2,0.4,0.8,50,0.1,0.8,10.5,0,0,0,0,0,0,0,0.1,0,2.3,3.5,65.9,0.4,0.9,47.6,0.3,0.6,53.8,0.4,0.7,57.1,0.5,2,27.1,1,3.2,31.7,96.6,3.4,74.5,7.8,0.0,15.7,25.5,39.2,66.7,63.2,36.8,0.0,0.0,63.2,36.8
26,28,21,7,5.8,3.3,1.2,2.7,44.7,0.4,1.3,32.4,0.5,0.5,86.7,0.6,1.4,2.0,0.1,0.3,0.2,0.9,1.1,8.8,1,0,-0.5,F,100.00%,1.7,4.1,42.1,46.4,-4.4,0.8,1.3,62.9,0,0.1,0,0,0,0,0,0.1,33.3,0.1,0.3,40,0.3,1,31,2.7,4.7,57.6,0.3,1,30.4,0.5,1,50,0.5,1.3,34.6,0.8,1.6,50,0.6,2.4,25.4,51.3,48.7,47.3,0.0,38.7,11.8,14.0,7.5,47.3,63.6,36.4,100.0,0.0,76.5,23.5
